0
0 0
TRACK_NUM        71 ADD_FLD    1   1 &0
TRACK_ID  1 START_TIME 1956011800
POINT_NUM  10
1956011800 115.400002 12.500000 1.000000e+25 & 1.000000e+25 & 
1956011806 116.000000 13.500000 1.000000e+25 & 1.000000e+25 & 
1956011812 116.599998 14.400000 1.000000e+25 & 1.000000e+25 & 
1956011818 116.900002 15.200000 1.000000e+25 & 1.000000e+25 & 
1956011900 116.900002 16.200001 1.000000e+25 & 1.000000e+25 & 
1956011906 117.300003 17.299999 1.000000e+25 & 1.000000e+25 & 
1956011912 117.800003 17.700001 1.000000e+25 & 1.000000e+25 & 
1956011918 118.599998 18.000000 1.000000e+25 & 1.000000e+25 & 
1956012000 119.500000 18.299999 1.000000e+25 & 1.000000e+25 & 
1956012006 120.500000 18.500000 1.000000e+25 & 1.000000e+25 & 
TRACK_ID  2 START_TIME 1956020818
POINT_NUM  10
1956020818 91.599998 6.700000 1.000000e+25 & 1.000000e+25 & 
1956020900 91.300003 7.000000 1.000000e+25 & 1.000000e+25 & 
1956020906 91.089996 7.610000 1.000000e+25 & 1.000000e+25 & 
1956020912 90.709999 8.300000 1.000000e+25 & 1.000000e+25 & 
1956020918 90.500000 8.900000 1.000000e+25 & 1.000000e+25 & 
1956021000 90.419998 9.570000 1.000000e+25 & 1.000000e+25 & 
1956021006 90.889999 10.330000 1.000000e+25 & 1.000000e+25 & 
1956021012 91.699997 11.500000 1.000000e+25 & 1.000000e+25 & 
1956021018 92.690002 12.400000 1.000000e+25 & 1.000000e+25 & 
1956021100 93.620003 13.020000 1.000000e+25 & 1.000000e+25 & 
TRACK_ID  4 START_TIME 1956040900
POINT_NUM  25
1956040900 122.800003 12.000000 1.000000e+25 & 1.000000e+25 & 
1956040906 122.199997 12.090000 1.000000e+25 & 1.000000e+25 & 
1956040912 121.599998 12.100000 1.000000e+25 & 1.000000e+25 & 
1956040918 121.000000 12.110000 1.000000e+25 & 1.000000e+25 & 
1956041000 120.339996 12.220000 1.000000e+25 & 1.000000e+25 & 
1956041006 119.690002 12.460000 1.000000e+25 & 1.000000e+25 & 
1956041012 119.099998 12.780000 1.000000e+25 & 1.000000e+25 & 
1956041018 118.470001 12.930000 1.000000e+25 & 1.000000e+25 & 
1956041100 117.879997 13.180000 1.000000e+25 & 1.000000e+25 & 
1956041106 117.339996 13.760000 1.006000e+03 & 1.000000e+25 & 
1956041112 116.820000 14.190000 1.006000e+03 & 1.000000e+25 & 
1956041118 116.050003 14.460000 1.006000e+03 & 1.000000e+25 & 
1956041200 115.349998 14.680000 1.006000e+03 & 1.000000e+25 & 
1956041206 115.150002 14.870000 1.004000e+03 & 1.000000e+25 & 
1956041212 114.970001 15.030000 1.004000e+03 & 1.000000e+25 & 
1956041218 114.739998 15.160000 1.004000e+03 & 1.000000e+25 & 
1956041300 114.330002 15.270000 1.004000e+03 & 1.000000e+25 & 
1956041306 113.790001 14.870000 1.002000e+03 & 1.000000e+25 & 
1956041312 113.099998 14.500000 1.004000e+03 & 1.000000e+25 & 
1956041318 112.339996 14.330000 1.006000e+03 & 1.000000e+25 & 
1956041400 111.629997 14.400000 1.006000e+03 & 1.000000e+25 & 
1956041406 110.820000 14.610000 1.008000e+03 & 1.000000e+25 & 
1956041412 110.250000 15.060000 1.008000e+03 & 1.000000e+25 & 
1956041418 109.570000 15.130000 1.008000e+03 & 1.000000e+25 & 
1956041500 109.300003 15.400000 1.000000e+25 & 1.000000e+25 & 
