0
0 0
TRACK_NUM        75 ADD_FLD   10  30 &1111111111
TRACK_ID  5197
POINT_NUM  41
269 170.586746 2.646068 4.003040e+00 & 1.708731e+02 & 2.944966e+00 & 5.033188e+00 & 1.713502e+02 & 2.864780e+00 & 4.931052e+00 & 1.717418e+02 & 2.286817e+00 & 3.972866e+00 & 1.705619e+02 & 2.604856e+00 & 2.302303e+00 & 1.702029e+02 & 5.610014e+00 & 1.451795e+00 & 1.692805e+02 & 6.325744e+00 & 1.741742e+00 & 1.000000e+25 & 1.000000e+25 & 2.749702e+00 & 1.738915e+02 & 3.282159e+00 & 1.007176e+03 & 1.717500e+02 & 8.250000e+00 & 2.030157e+01 & 1.718438e+02 & 8.290396e+00 & 1.414377e+01 & 
270 172.362289 2.449443 4.367695e+00 & 1.730272e+02 & 1.990865e+00 & 6.170791e+00 & 1.723836e+02 & 2.313627e+00 & 5.528992e+00 & 1.715074e+02 & 2.494566e+00 & 4.457333e+00 & 1.699657e+02 & 2.961082e+00 & 2.701635e+00 & 1.694340e+02 & 3.091895e+00 & 1.661519e+00 & 1.658584e+02 & -1.510343e-01 & 2.540652e+00 & 1.640436e+02 & -3.200620e-01 & 4.084093e+00 & 1.724702e+02 & 1.766186e+00 & 1.006587e+03 & 1.720000e+02 & -3.500000e+00 & 1.965497e+01 & 1.724062e+02 & -3.512879e+00 & 1.264003e+01 & 
271 173.012436 2.531607 4.701281e+00 & 1.744836e+02 & 1.793208e+00 & 7.088552e+00 & 1.733037e+02 & 2.504349e+00 & 6.111649e+00 & 1.723937e+02 & 2.937175e+00 & 4.831953e+00 & 1.728476e+02 & 4.564673e+00 & 4.083552e+00 & 1.731551e+02 & 5.367740e+00 & 2.332071e+00 & 1.733775e+02 & 3.895521e+00 & 1.708741e+00 & 1.704305e+02 & 2.782959e+00 & 3.302338e+00 & 1.744117e+02 & 2.522643e+00 & 1.007619e+03 & 1.760000e+02 & -2.500000e+00 & 2.000057e+01 & 1.746562e+02 & -3.231849e+00 & 1.152912e+01 & 
272 174.185349 2.477039 5.180364e+00 & 1.757636e+02 & 1.881707e+00 & 8.800536e+00 & 1.741198e+02 & 2.032036e+00 & 6.399341e+00 & 1.726357e+02 & 2.933663e+00 & 6.289818e+00 & 1.726436e+02 & 4.176268e+00 & 5.230143e+00 & 1.735864e+02 & 4.708983e+00 & 2.968805e+00 & 1.716871e+02 & 5.491877e+00 & 2.677346e+00 & 1.706661e+02 & 6.520375e+00 & 2.025003e+00 & 1.751255e+02 & 2.670248e+00 & 1.006697e+03 & 1.752500e+02 & -2.500000e+00 & 1.744553e+01 & 1.707188e+02 & -1.545667e+00 & 1.104311e+01 & 
273 173.532257 2.797093 5.944088e+00 & 1.753544e+02 & 2.602966e+00 & 7.366793e+00 & 1.735487e+02 & 2.421260e+00 & 6.933793e+00 & 1.730306e+02 & 2.914619e+00 & 8.078158e+00 & 1.725018e+02 & 3.508584e+00 & 5.882339e+00 & 1.717451e+02 & 4.478300e+00 & 4.428713e+00 & 1.712686e+02 & 4.975057e+00 & 5.010689e+00 & 1.683008e+02 & 5.591892e+00 & 2.016992e+00 & 1.754339e+02 & 3.030102e+00 & 1.006689e+03 & 1.707500e+02 & -2.000000e+00 & 1.930841e+01 & 1.695938e+02 & -1.545667e+00 & 1.176773e+01 & 
274 173.532166 2.779467 6.450441e+00 & 1.752268e+02 & 2.562214e+00 & 7.136096e+00 & 1.734330e+02 & 2.498055e+00 & 8.140416e+00 & 1.734070e+02 & 2.997364e+00 & 9.491122e+00 & 1.735270e+02 & 3.338633e+00 & 7.974524e+00 & 1.720291e+02 & 4.069895e+00 & 5.637900e+00 & 1.714920e+02 & 5.066725e+00 & 4.613020e+00 & 1.745142e+02 & 3.961235e+00 & 2.760770e+00 & 1.739395e+02 & 1.979227e+00 & 1.006809e+03 & 1.712500e+02 & -2.750000e+00 & 2.156896e+01 & 1.707188e+02 & -2.388758e+00 & 1.277318e+01 & 
275 173.048920 3.044027 6.187646e+00 & 1.729239e+02 & 2.978083e+00 & 6.915866e+00 & 1.736079e+02 & 2.738635e+00 & 7.503681e+00 & 1.732739e+02 & 2.997599e+00 & 7.654129e+00 & 1.741298e+02 & 2.131943e+00 & 6.578788e+00 & 1.715191e+02 & 4.110311e+00 & 4.724619e+00 & 1.707059e+02 & 4.816577e+00 & 4.869794e+00 & 1.726456e+02 & 5.304892e+00 & 2.677582e+00 & 1.743219e+02 & 4.213775e+00 & 1.008146e+03 & 1.707500e+02 & 8.500000e+00 & 1.982176e+01 & 1.704375e+02 & 8.290396e+00 & 1.353147e+01 & 
276 173.302109 3.349131 5.834642e+00 & 1.735332e+02 & 3.742988e+00 & 6.384408e+00 & 1.735391e+02 & 4.069944e+00 & 6.515453e+00 & 1.731724e+02 & 2.946378e+00 & 7.399763e+00 & 1.739306e+02 & 2.530646e+00 & 6.482715e+00 & 1.708639e+02 & 3.647723e+00 & 4.816443e+00 & 1.700833e+02 & 3.853517e+00 & 4.528500e+00 & 1.726788e+02 & 4.522617e+00 & 2.125545e+00 & 1.731297e+02 & 4.729674e+00 & 1.006709e+03 & 1.705000e+02 & 8.500000e+00 & 1.914408e+01 & 1.704375e+02 & 8.571426e+00 & 1.260293e+01 & 
277 172.590454 3.742271 7.203708e+00 & 1.727426e+02 & 4.007198e+00 & 7.433076e+00 & 1.716010e+02 & 4.425802e+00 & 7.964108e+00 & 1.733102e+02 & 3.339417e+00 & 8.722931e+00 & 1.724100e+02 & 3.268584e+00 & 9.481133e+00 & 1.707316e+02 & 3.185867e+00 & 8.720958e+00 & 1.690070e+02 & 3.688778e+00 & 4.920683e+00 & 1.000000e+25 & 1.000000e+25 & 6.204219e-01 & 1.728270e+02 & 3.920979e+00 & 1.007284e+03 & 1.747500e+02 & 8.500000e+00 & 1.946559e+01 & 1.721250e+02 & 8.290396e+00 & 1.256069e+01 & 
278 172.322693 4.464144 7.704263e+00 & 1.726009e+02 & 5.000058e+00 & 9.390855e+00 & 1.725515e+02 & 4.649117e+00 & 1.034075e+01 & 1.724326e+02 & 4.334209e+00 & 8.589531e+00 & 1.715340e+02 & 3.813373e+00 & 7.833761e+00 & 1.698227e+02 & 3.949712e+00 & 7.860112e+00 & 1.679568e+02 & 3.650454e+00 & 4.575202e+00 & 1.000000e+25 & 1.000000e+25 & 1.229114e+00 & 1.712819e+02 & 3.595500e+00 & 1.005543e+03 & 1.717500e+02 & 8.000000e+00 & 2.025585e+01 & 1.724062e+02 & 8.009365e+00 & 1.322413e+01 & 
