0
0 0
TRACK_NUM        66 ADD_FLD   10  30 &1111111111
TRACK_ID  3267 START_TIME 2012021418
POINT_NUM  27
2012021418 127.113136 8.238656 4.488144e+00 & 1.275027e+02 & 8.031083e+00 & 7.426489e+00 & 1.265776e+02 & 8.468877e+00 & 5.423085e+00 & 1.260605e+02 & 9.329891e+00 & 5.079319e+00 & 1.259567e+02 & 9.945086e+00 & 5.348032e+00 & 1.255095e+02 & 1.018797e+01 & 5.846576e+00 & 1.259917e+02 & 1.036995e+01 & 2.121173e+00 & 1.252789e+02 & 1.149646e+01 & -4.141273e-01 & 1.272819e+02 & 8.772756e+00 & 1.006616e+03 & 1.270000e+02 & 9.750000e+00 & 1.670255e+01 & 1.271250e+02 & 9.695547e+00 & 1.229061e+01 & 
2012021500 126.376076 8.023781 5.004191e+00 & 1.272138e+02 & 7.427265e+00 & 6.649350e+00 & 1.255230e+02 & 8.357643e+00 & 6.567658e+00 & 1.255324e+02 & 9.045601e+00 & 6.888021e+00 & 1.256980e+02 & 8.894904e+00 & 6.343310e+00 & 1.244813e+02 & 8.776095e+00 & 5.394285e+00 & 1.227414e+02 & 9.234304e+00 & 1.502520e+00 & 1.210350e+02 & 7.458793e+00 & 9.445865e-01 & 1.265629e+02 & 8.417280e+00 & 1.008911e+03 & 1.265000e+02 & 9.750000e+00 & 1.602048e+01 & 1.265625e+02 & 9.976578e+00 & 1.235244e+01 & 
2012021506 125.037483 7.991546 5.483422e+00 & 1.240281e+02 & 7.228908e+00 & 6.107196e+00 & 1.242682e+02 & 8.254869e+00 & 7.398191e+00 & 1.245636e+02 & 9.431099e+00 & 7.933699e+00 & 1.250779e+02 & 9.611570e+00 & 7.608923e+00 & 1.246789e+02 & 8.924760e+00 & 6.985591e+00 & 1.260458e+02 & 8.367550e+00 & 2.495103e+00 & 1.270095e+02 & 8.881170e+00 & 5.319809e-01 & 1.246879e+02 & 7.088688e+00 & 1.005206e+03 & 1.242500e+02 & 9.250000e+00 & 1.680614e+01 & 1.243125e+02 & 9.133487e+00 & 1.225949e+01 & 
2012021512 123.882011 8.387311 5.515985e+00 & 1.232761e+02 & 6.755980e+00 & 5.429371e+00 & 1.233295e+02 & 8.642005e+00 & 7.890132e+00 & 1.235354e+02 & 1.012292e+01 & 9.367368e+00 & 1.238833e+02 & 1.036894e+01 & 8.916707e+00 & 1.241461e+02 & 1.074777e+01 & 7.103337e+00 & 1.245379e+02 & 1.033284e+01 & 4.127185e+00 & 1.242357e+02 & 1.021492e+01 & 2.344164e+00 & 1.243928e+02 & 8.660743e+00 & 1.006894e+03 & 1.235000e+02 & 8.750000e+00 & 1.559750e+01 & 1.245938e+02 & 9.414517e+00 & 1.039362e+01 & 
2012021518 122.831718 8.230154 5.840364e+00 & 1.223335e+02 & 7.402502e+00 & 6.174085e+00 & 1.222792e+02 & 8.366848e+00 & 7.398062e+00 & 1.221459e+02 & 1.005489e+01 & 7.496940e+00 & 1.224004e+02 & 1.077394e+01 & 7.794663e+00 & 1.230838e+02 & 1.152600e+01 & 6.596784e+00 & 1.237973e+02 & 1.201951e+01 & 4.078547e+00 & 1.211606e+02 & 1.002013e+01 & 1.481994e+00 & 1.230197e+02 & 8.593442e+00 & 1.005162e+03 & 1.247500e+02 & 1.000000e+01 & 1.413619e+01 & 1.248750e+02 & 9.976578e+00 & 9.835266e+00 & 
2012021600 121.893944 8.428177 5.321634e+00 & 1.213603e+02 & 7.140239e+00 & 4.786592e+00 & 1.218059e+02 & 8.323858e+00 & 6.876910e+00 & 1.215215e+02 & 9.436579e+00 & 6.802770e+00 & 1.212818e+02 & 1.092901e+01 & 6.516417e+00 & 1.220888e+02 & 1.141484e+01 & 5.878855e+00 & 1.219610e+02 & 9.872714e+00 & 4.188147e+00 & 1.224786e+02 & 9.614640e+00 & 4.245981e-01 & 1.219697e+02 & 7.854364e+00 & 1.006949e+03 & 1.277500e+02 & 9.250000e+00 & 1.214325e+01 & 1.209375e+02 & 1.110070e+01 & 1.001483e+01 & 
2012021606 121.331856 8.281407 5.024536e+00 & 1.211086e+02 & 8.269373e+00 & 6.362564e+00 & 1.213780e+02 & 8.051563e+00 & 5.652877e+00 & 1.209563e+02 & 7.969471e+00 & 5.314131e+00 & 1.204444e+02 & 1.055275e+01 & 5.722251e+00 & 1.212899e+02 & 1.184041e+01 & 5.689296e+00 & 1.211057e+02 & 1.104479e+01 & 2.366721e+00 & 1.000000e+25 & 1.000000e+25 & -4.353835e-01 & 1.217938e+02 & 7.813434e+00 & 1.004039e+03 & 1.245000e+02 & 1.025000e+01 & 1.579724e+01 & 1.212188e+02 & 1.110070e+01 & 1.076695e+01 & 
2012021612 120.916290 8.142908 4.706143e+00 & 1.213538e+02 & 8.227342e+00 & 7.113196e+00 & 1.207044e+02 & 8.453832e+00 & 5.977370e+00 & 1.203635e+02 & 8.124521e+00 & 4.714887e+00 & 1.198902e+02 & 7.660498e+00 & 4.580715e+00 & 1.187358e+02 & 6.999518e+00 & 7.025194e+00 & 1.179681e+02 & 7.893078e+00 & 3.167296e+00 & 1.197187e+02 & 6.274563e+00 & 1.501710e+00 & 1.213534e+02 & 8.007054e+00 & 1.005943e+03 & 1.207500e+02 & 1.150000e+01 & 1.434814e+01 & 1.212188e+02 & 1.138173e+01 & 1.044802e+01 & 
2012021618 119.217743 8.906921 5.042737e+00 & 1.195017e+02 & 9.063639e+00 & 8.400385e+00 & 1.193092e+02 & 9.007567e+00 & 5.921221e+00 & 1.186697e+02 & 9.098092e+00 & 5.498182e+00 & 1.181387e+02 & 9.480665e+00 & 5.311093e+00 & 1.178093e+02 & 8.241311e+00 & 4.482225e+00 & 1.161512e+02 & 7.167167e+00 & 3.516500e+00 & 1.191897e+02 & 5.767554e+00 & 1.771166e+00 & 1.203107e+02 & 8.687168e+00 & 1.004171e+03 & 1.207500e+02 & 1.175000e+01 & 1.587249e+01 & 1.206562e+02 & 8.852456e+00 & 1.159354e+01 & 
2012021700 117.057465 9.345989 5.549773e+00 & 1.173839e+02 & 9.514797e+00 & 7.491436e+00 & 1.165560e+02 & 1.000391e+01 & 6.856594e+00 & 1.167618e+02 & 9.416460e+00 & 6.979127e+00 & 1.168059e+02 & 9.045819e+00 & 5.559059e+00 & 1.170009e+02 & 7.400114e+00 & 4.952994e+00 & 1.149394e+02 & 7.791771e+00 & 3.883445e+00 & 1.109764e+02 & 7.685645e+00 & 1.297418e+00 & 1.172074e+02 & 9.201797e+00 & 1.007369e+03 & 1.200000e+02 & 1.175000e+01 & 1.685961e+01 & 1.153125e+02 & 1.503512e+01 & 1.219619e+01 & 
