0
0 0
TRACK_NUM        70 ADD_FLD    1   1 &0
TRACK_ID  1 START_TIME 2011020212
POINT_NUM  2
2011020212 82.500000 6.500000 1.002000e+03 & 1.286000e+01 & 
2011020218 82.500000 6.500000 1.002000e+03 & 1.286000e+01 & 
TRACK_ID  2 START_TIME 2011040100
POINT_NUM  12
2011040100 111.800003 8.900000 1.000000e+25 & 1.000000e+25 & 
2011040106 111.699997 8.700000 1.000000e+25 & 1.000000e+25 & 
2011040112 111.599998 8.800000 1.000000e+25 & 1.000000e+25 & 
2011040118 111.639999 8.780000 1.000000e+25 & 1.000000e+25 & 
2011040200 111.410004 8.960000 1.000000e+25 & 1.000000e+25 & 
2011040206 111.300003 9.150000 1.000000e+25 & 1.000000e+25 & 
2011040212 111.400002 9.400000 1.000000e+25 & 1.000000e+25 & 
2011040218 111.699997 9.500000 1.000000e+25 & 1.000000e+25 & 
2011040300 111.800003 9.300000 1.000000e+25 & 1.000000e+25 & 
2011040306 111.809998 9.040000 1.000000e+25 & 1.000000e+25 & 
2011040312 111.949997 8.800000 1.000000e+25 & 1.000000e+25 & 
2011040318 112.500000 8.700000 1.000000e+25 & 1.000000e+25 & 
TRACK_ID  3 START_TIME 2011040212
POINT_NUM  15
2011040212 130.500000 10.200000 1.000000e+25 & 1.000000e+25 & 
2011040218 130.500000 9.700000 1.000000e+25 & 1.000000e+25 & 
2011040300 131.000000 9.500000 1.000000e+25 & 1.000000e+25 & 
2011040306 131.800003 9.500000 1.000000e+25 & 1.000000e+25 & 
2011040312 132.600006 10.200000 1.000000e+25 & 1.000000e+25 & 
2011040318 133.539993 10.980000 1.000000e+25 & 1.000000e+25 & 
2011040400 134.429993 11.600000 1.000000e+25 & 1.000000e+25 & 
2011040406 135.199997 12.200000 1.000000e+25 & 1.000000e+25 & 
2011040412 136.250000 12.900000 1.000000e+25 & 1.000000e+25 & 
2011040418 137.800003 14.000000 1.000000e+25 & 1.000000e+25 & 
2011040500 139.199997 15.300000 1.000000e+25 & 1.000000e+25 & 
2011040506 141.149994 16.100000 1.000000e+25 & 1.000000e+25 & 
2011040512 143.149994 16.600000 1.000000e+25 & 1.000000e+25 & 
2011040518 145.000000 17.000000 1.000000e+25 & 1.000000e+25 & 
